,Questions,Queries
1760,Mặt trận Liên hiệp quốc dân Việt Nam thành lập liên quân phong kiến Áo - Phổ ở Luông Phabang nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Mặt trận Liên hiệp quốc dân Việt Nam""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""liên quân phong kiến Áo - Phổ""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Luông Phabang""
match (e)-[:muc_tieu]-(d)
return d"
1761,Quốc hội thành lập Triệu ở Điện Xmô-nưi nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Quốc hội""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Triệu""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Điện Xmô-nưi""
match (e)-[:muc_tieu]-(d)
return d"
1762,Chính phủ ta thành lập Nhà Mãn Thanh ở Mĩ Latinh nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Chính phủ ta""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Nhà Mãn Thanh""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Mĩ Latinh""
match (e)-[:muc_tieu]-(d)
return d"
1763,Triều đình Huế thành lập chính quyền thực dân Anh ở Đông Bắc nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Triều đình Huế""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""chính quyền thực dân Anh""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Đông Bắc""
match (e)-[:muc_tieu]-(d)
return d"
1764,An Nam Cộng sản đảng thành lập Quốc hội lập hiến ở Quảng Châu nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""An Nam Cộng sản đảng""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Quốc hội lập hiến""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Quảng Châu""
match (e)-[:muc_tieu]-(d)
return d"
1765,quốc gia Phù Nam thành lập Hội những người lao động trí óc Đông Dương ở đồn Chợ Rẫy nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""quốc gia Phù Nam""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Hội những người lao động trí óc Đông Dương""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""đồn Chợ Rẫy""
match (e)-[:muc_tieu]-(d)
return d"
1766,Chính phủ Ru-dơ-ven thành lập Quốc hội lập hiến ở Xu-đăng nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Chính phủ Ru-dơ-ven""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Quốc hội lập hiến""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Xu-đăng""
match (e)-[:muc_tieu]-(d)
return d"
1767,Liên minh nhân dân Việt - Miên - Lào thành lập Quốc dân đảng ở Xu-đăng nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Liên minh nhân dân Việt - Miên - Lào""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Quốc dân đảng""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Xu-đăng""
match (e)-[:muc_tieu]-(d)
return d"
1768,Chính phủ lâm thời nước Việt Nam Dân chủ Cộng hòa thành lập Hội Liên Việt ở Xiêm nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Chính phủ lâm thời nước Việt Nam Dân chủ Cộng hòa""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Hội Liên Việt""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Xiêm""
match (e)-[:muc_tieu]-(d)
return d"
1769,Lý thành lập Chính phủ Ru-dơ-ven ở Điện Xmô-nưi nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Lý""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Chính phủ Ru-dơ-ven""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Điện Xmô-nưi""
match (e)-[:muc_tieu]-(d)
return d"
1770,Đảng Cộng sản công nhân Mĩ thành lập Mặt trận Ítxala ở Mĩ Latinh nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Đảng Cộng sản công nhân Mĩ""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Mặt trận Ítxala""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Mĩ Latinh""
match (e)-[:muc_tieu]-(d)
return d"
1771,Chính phủ Pháp thành lập Chính quyền Xô viết ở Sơn Tây nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Chính phủ Pháp""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Chính quyền Xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Sơn Tây""
match (e)-[:muc_tieu]-(d)
return d"
1772,phái chủ chiến thành lập Vạn Xuân ở Xu-đăng nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""phái chủ chiến""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Vạn Xuân""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Xu-đăng""
match (e)-[:muc_tieu]-(d)
return d"
1773,Tổng bộ Việt Minh thành lập chính quyền Anh ở Vương quốc I-ta-li-a nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Tổng bộ Việt Minh""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""chính quyền Anh""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Vương quốc I-ta-li-a""
match (e)-[:muc_tieu]-(d)
return d"
1774,Liên minh xã hội dân chủ In-đô-nê-xi-a thành lập Đảng In-đô-nê-xi-a ở cụm cứ điểm Him Lam nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Liên minh xã hội dân chủ In-đô-nê-xi-a""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đảng In-đô-nê-xi-a""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""cụm cứ điểm Him Lam""
match (e)-[:muc_tieu]-(d)
return d"
1775,Đảng In-đô-nê-xi-a thành lập Chính phủ ta ở hầm chỉ huy nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Đảng In-đô-nê-xi-a""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Chính phủ ta""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""hầm chỉ huy""
match (e)-[:muc_tieu]-(d)
return d"
1776,triều đình Huế thành lập Quốc dân đảng ở Đồng Xoài nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""triều đình Huế""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Quốc dân đảng""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Đồng Xoài""
match (e)-[:muc_tieu]-(d)
return d"
1777,Nhà nước Cộng hòa dân chủ Đức thành lập Đảng Cộng sản công nhân Mĩ ở cụm cứ điểm Him Lam nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Nhà nước Cộng hòa dân chủ Đức""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đảng Cộng sản công nhân Mĩ""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""cụm cứ điểm Him Lam""
match (e)-[:muc_tieu]-(d)
return d"
1778,Triệu thành lập Vương triều Tây Ban Nha ở Phi-líp-pin nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Triệu""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Vương triều Tây Ban Nha""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Phi-líp-pin""
match (e)-[:muc_tieu]-(d)
return d"
1779,Liên minh xã hội dân chủ In-đô-nê-xi-a thành lập Tống ở Sơn Nam hạ nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Liên minh xã hội dân chủ In-đô-nê-xi-a""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Tống""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Sơn Nam hạ""
match (e)-[:muc_tieu]-(d)
return d"
1780,Ủy ban Khởi nghĩa Hà Nội thành lập Đảng Cộng sản ở Phi-líp-pin nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Ủy ban Khởi nghĩa Hà Nội""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đảng Cộng sản""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Phi-líp-pin""
match (e)-[:muc_tieu]-(d)
return d"
1781,Vạn Xuân thành lập quốc gia Phù Nam ở Hà Tĩnh nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Vạn Xuân""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""quốc gia Phù Nam""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Hà Tĩnh""
match (e)-[:muc_tieu]-(d)
return d"
1782,Liên hiệp đấu tranh giải phóng giai cấp công nhân thành lập Đảng Cộng sản ở Liên khu V nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Liên hiệp đấu tranh giải phóng giai cấp công nhân""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đảng Cộng sản""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Liên khu V""
match (e)-[:muc_tieu]-(d)
return d"
1783,Đảng In-đô-nê-xi-a thành lập Nga Xô viết ở An Giang nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Đảng In-đô-nê-xi-a""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Nga Xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""An Giang""
match (e)-[:muc_tieu]-(d)
return d"
1784,Girôngđanh thành lập Sôgun ở Mĩ nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Girôngđanh""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Sôgun""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Mĩ""
match (e)-[:muc_tieu]-(d)
return d"
1785,Đảng Cộng sản Ấn Độ thành lập Trung đội Cứu quốc quân I ở cố đô Huế nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Đảng Cộng sản Ấn Độ""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Trung đội Cứu quốc quân I""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""cố đô Huế""
match (e)-[:muc_tieu]-(d)
return d"
1786,liên minh phát xít thành lập triều đình Huế ở Quảng Nam nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""liên minh phát xít""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""triều đình Huế""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Quảng Nam""
match (e)-[:muc_tieu]-(d)
return d"
1787,Girôngđanh thành lập Chính phủ kháng chiến Lào ở Chính phủ Pháp nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Girôngđanh""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Chính phủ kháng chiến Lào""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Chính phủ Pháp""
match (e)-[:muc_tieu]-(d)
return d"
1788,Triệu thành lập chính quyền thực dân Anh ở thị xã Thái Nguyên nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Triệu""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""chính quyền thực dân Anh""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""thị xã Thái Nguyên""
match (e)-[:muc_tieu]-(d)
return d"
1789,Xứ ủy Nam Kì thành lập nhà Hồ ở Huế nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Xứ ủy Nam Kì""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""nhà Hồ""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Huế""
match (e)-[:muc_tieu]-(d)
return d"
1790,Vương triều Tây Ban Nha thành lập Chính quyền Xô viết ở Thuận An nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Vương triều Tây Ban Nha""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Chính quyền Xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Thuận An""
match (e)-[:muc_tieu]-(d)
return d"
1791,Liên bang Cộng hòa xã hội chủ nghĩa Xô viết thành lập triều đình ở cụm cứ điểm Him Lam nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Liên bang Cộng hòa xã hội chủ nghĩa Xô viết""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""triều đình""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""cụm cứ điểm Him Lam""
match (e)-[:muc_tieu]-(d)
return d"
1792,Nhà Mãn Thanh thành lập Đông Dương cộng sản đảng ở Chính phủ Pháp nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Nhà Mãn Thanh""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đông Dương cộng sản đảng""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Chính phủ Pháp""
match (e)-[:muc_tieu]-(d)
return d"
1793,Mặt trận dân tộc thống nhất chống Nhật thành lập nhà Đường ở vùng châu thổ sông Dương Tử nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Mặt trận dân tộc thống nhất chống Nhật""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""nhà Đường""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""vùng châu thổ sông Dương Tử""
match (e)-[:muc_tieu]-(d)
return d"
1794,Liên hiệp đấu tranh giải phóng giai cấp công nhân thành lập Đảng Cộng Sản Việt Nam ở Liên khu V nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Liên hiệp đấu tranh giải phóng giai cấp công nhân""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đảng Cộng Sản Việt Nam""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Liên khu V""
match (e)-[:muc_tieu]-(d)
return d"
1795,Phe Liên Minh thành lập Đảng Cộng sản Việt Nam ở Sơn Tây nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Phe Liên Minh""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đảng Cộng sản Việt Nam""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Sơn Tây""
match (e)-[:muc_tieu]-(d)
return d"
1796,Liên hiệp những người con yêu quý của nhân dân thành lập Ban Chấp hành Trung ương lâm thời ở Tây Bắc Việt Nam nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Liên hiệp những người con yêu quý của nhân dân""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Ban Chấp hành Trung ương lâm thời""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Tây Bắc Việt Nam""
match (e)-[:muc_tieu]-(d)
return d"
1797,Phe Liên Minh thành lập chính quyền xô viết ở Đông Khê nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Phe Liên Minh""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""chính quyền xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Đông Khê""
match (e)-[:muc_tieu]-(d)
return d"
1798,Hội Liên Việt thành lập Đông Dương cộng sản đảng ở An Giang nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Hội Liên Việt""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đông Dương cộng sản đảng""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""An Giang""
match (e)-[:muc_tieu]-(d)
return d"
1799,Ủy ban Khởi nghĩa Hà Nội thành lập Liên minh phát xít ở Hải Dương nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Ủy ban Khởi nghĩa Hà Nội""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Liên minh phát xít""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Hải Dương""
match (e)-[:muc_tieu]-(d)
return d"
1800,Trung đội Cứu quốc quân I thành lập Phe Liên Minh ở Đông Bắc nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Trung đội Cứu quốc quân I""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Phe Liên Minh""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Đông Bắc""
match (e)-[:muc_tieu]-(d)
return d"
1801,Liên hiệp đấu tranh giải phóng giai cấp công nhân thành lập Liên bang Cộng hoà xã hội chủ nghĩa Xô viết ở Vécxai nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Liên hiệp đấu tranh giải phóng giai cấp công nhân""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Liên bang Cộng hoà xã hội chủ nghĩa Xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Vécxai""
match (e)-[:muc_tieu]-(d)
return d"
1802,triều đình HUế thành lập liên minh phát xít ở thực dân Anh nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""triều đình HUế""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""liên minh phát xít""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""thực dân Anh""
match (e)-[:muc_tieu]-(d)
return d"
1803,Nguyên nhân Ô-đét-xa ném bom xuống trên cao nguyên Bô-lô-ven và Na Uy?,"match (e:NemBom)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(a) where a.name = ""Ô-đét-xa""
match (e)-[:doi_tuong_bi_tan_cong]-(b) where a.name = ""trên cao nguyên Bô-lô-ven""
match (e)-[:doi_tuong_bi_tan_cong]-(c) where b.name = ""Na Uy""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
1804,Nguyên nhân tòa Khâm sứ ném bom xuống Thực dân Pháp và nước Đức?,"match (e:NemBom)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(a) where a.name = ""tòa Khâm sứ""
match (e)-[:doi_tuong_bi_tan_cong]-(b) where a.name = ""Thực dân Pháp""
match (e)-[:doi_tuong_bi_tan_cong]-(c) where b.name = ""nước Đức""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
1805,Nguyên nhân Huế ném bom xuống Mĩ và Đồng Xoài?,"match (e:NemBom)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(a) where a.name = ""Huế""
match (e)-[:doi_tuong_bi_tan_cong]-(b) where a.name = ""Mĩ""
match (e)-[:doi_tuong_bi_tan_cong]-(c) where b.name = ""Đồng Xoài""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
1806,Nguyên nhân Xu-đăng ném bom xuống Sơn Tây và bán đảo Mã Lai?,"match (e:NemBom)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(a) where a.name = ""Xu-đăng""
match (e)-[:doi_tuong_bi_tan_cong]-(b) where a.name = ""Sơn Tây""
match (e)-[:doi_tuong_bi_tan_cong]-(c) where b.name = ""bán đảo Mã Lai""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
1807,Nguyên nhân An Giang ném bom xuống Vĩnh Long và Hà Tĩnh?,"match (e:NemBom)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(a) where a.name = ""An Giang""
match (e)-[:doi_tuong_bi_tan_cong]-(b) where a.name = ""Vĩnh Long""
match (e)-[:doi_tuong_bi_tan_cong]-(c) where b.name = ""Hà Tĩnh""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
1808,Nguyên nhân Hà Tĩnh ném bom xuống Sơn Tây và Quảng Nam?,"match (e:NemBom)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(a) where a.name = ""Hà Tĩnh""
match (e)-[:doi_tuong_bi_tan_cong]-(b) where a.name = ""Sơn Tây""
match (e)-[:doi_tuong_bi_tan_cong]-(c) where b.name = ""Quảng Nam""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
1809,Nguyên nhân Thủ đô Pê-tơ-rô-grát ném bom xuống đồn Chợ Rẫy và Bờ Biển Vàng?,"match (e:NemBom)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(a) where a.name = ""Thủ đô Pê-tơ-rô-grát""
match (e)-[:doi_tuong_bi_tan_cong]-(b) where a.name = ""đồn Chợ Rẫy""
match (e)-[:doi_tuong_bi_tan_cong]-(c) where b.name = ""Bờ Biển Vàng""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
